Name,Type,Sub_Type,Faction,Prefixes,Suffixes,Food_Cost,Wood_Cost,Gold_Cost,Favor_Cost,Pop_Cost,Training_Time,Buildpoints,Hitpoints,Line_of_Sight,Attack_Type,Rate_of_fire,Bonus_Multiplier,Maximum_range,Hack_Damage,Pierce_Damage,Divine_Damage,Crush_Damage,Hack_Armor,Pierce_Armor,Crush_Armor,Velocity,Focus,Description,God_Of
levy great hall soldiers,tech,,,,,75,75,150,,,20,,,,,,,,,,,,,,,,,"• Great Hall units train faster.
• Godi (Hero): Train time -20%
• Jarl: Train time -20%
• Raiding Cavalry: Train time -20%
• Hersir (Hero): Train time -20%
",
levy great temple soldiers,tech,,,,,150,75,,,,20,,,,,,,,,,,,,,,,,"• Great Temple units train faster.
• Otontin Smasher: Train time -20%
• Shorn One: Train time -20%
• Jaguar Rider: Train time -20%
",
levy guardhouse soldiers,tech,,,,,75,150,,,,20,,,,,,,,,,,,,,,,,,
levy hill fort soldiers,tech,,,,,75,,,,,20,,,,,,,,,,,,,,,,,"• Hill Fort units train faster.
• Huskarl: Train time -20%
",
levy infantry greek,tech,,,,,,,,,,,,,,,,,,,,,,,,,,,"• Infantry train faster.
Infantry: Train time -20%
",
levy longhouse soldiers,tech,,,,,150,75,,,,20,,,,,,,,,,,,,,,,,"• Longhouse units train faster.
• Hirdman: Train time -20%
• Throwing Axeman: Train time -20%
Berserk: Train time -20%
",
levy mainline soldiers,tech,,,,,,,,,,,,,,,,,,,,,,,,,,,"• Military Barracks units train faster.
• Murmillo: Train time -20%
Arcus: Train time -20%
• Contarius: Train time -20%
",
levy migdol soldiers,tech,,,,,,75,150,,,20,,,,,,,,,,,,,,,,,"• Migdol Stronghold units train faster.
• Chariot Archer: Train time -20%
• Camel Rider: Train time -20%
• War Elephant: Train time -20%
",
levy noble's hut soldiers,tech,,,,,150,75,,,,20,,,,,,,,,,,,,,,,,"• Noble's Hut units train faster.
* Coyote Warrior: Train time -20%
• Ocelot! Warrior: Train time -20%
• Eagle Warrior: Train time -20%
",
levy palace soldiers,tech,,,,,150,,,,,20,,,,,,,,,,,,,,,,,"• Palace units train faster.
• Destroyer: Train time -20%
• Fanatic: Train time -20%
",
levy ranged soldiers greek,tech,,,,,,,,,,,,,,,,,,,,,,,,,,,"• Ranged Soldiers train faster.
• Ranged Soldier: Train time -20%
",
levy stable soldiers,tech,,,,,,75,150,,,20,,,,,,,,,,,,,,,,,"• Stable units train faster.
• Naginata Rider: Train time -20%
• Yumi Horse Archer: Train time -20%
• Daimyo (Hero): Train time -20%
",
levy war hut soldiers,tech,,,,,75,150,,,,20,,,,,,,,,,,,,,,,,"• War Hut units train faster.
• Tlamanih Spearman: Train time -20%
• Tequihua Archer: Train time -20%
",
livestock pen,tech,,,,,,150,,,,10,,,,,,,,,,,,,,,,,"« Increases Food dropped off to this Calpulli by 15%.
Periodically spawns livestock as resources are deposited.
You can only have 1 of this Calpulli type.
",
long serpent,tech,,,,,,100,200,20,,30,,,,,,,,,,,,,,,,,"• Bragi blesses your Longboats, causing them to become
bigger, stronger, and to fire more arrows as they damage
enemy units.
• Longboat: Enables Veterancy through damage dealt,
which boosts the Longboat with 10% Hitpoints, scale, and
•1 Projectile per tier
• Veterancy Tier 1: 50
• Veterancy Tier 2: 150
• Veterancy Tier 3: 300
• Veterancy Tier 4: 500
• Veterancy Tier 5: 750
",
lord of horses,tech,,,,,75,,,5,,25,,,,,,,,,,,,,,,,,"• Poseidon improves the line of sight of cavalry and scouts,
and causes them to regenerate hitpoints.
• Cavalry: Adds 4.00 LOS
* Cavalry: Adds 0.50 to Regeneration Rate
",
lumber outpost,tech,,,,,,150,,,,10,,,,,,,,,,,,,,,,,"« Increases Wood dropped off to this Calpulli by 15%.
Adds a projectile attack and garrison space for 5 units.
You can only have 1 of this Calpulli type.
",
maelstrom,tech,,,,,,150,50,15,,30,,,,,,,,,,,,,,,,,"• Goumang stirs up sea storms, allowing arrow ships to
summon vortices while attacking.
• Doujian: 5% chance to spawn a Maelstrom upon attacking
a naval unit, which deals 3 Divine Damage per second in 5
radius
",
maguey cultivation,tech,,,,,,150,,10,,20,,,,,,,,,,,,,,,,,"farming rates and granting a Food bounty when Farms are
constructed.
• Villager: Gather Work Rate for Farm •10%
• Farm: Resources returned on construction: 25 Food
",
masons,tech,,,,,200,300,,,,20,,,,,,,,,,,,,,,,,"• Strengthens buildings by improving hitpoints.
• Building: Hitpoints +20%
",
master of weaponry,tech,,,,,,100,100,15,,30,,,,,,,,,,,,,,,,,"• Chiyou increases the attack range of Ge Halberdiers and
causes their attacks to slow enemy cavalry even more.
• Ge Halberdier: Adds 1.00 to Melee Attack Maximum
Range
• Ge Halberdier: Melee Attack ensnares Cavalry for 60.00%
of their speed for 2.00 seconds.
",
mechanical artisans,tech,,,,,,200,,25,,30,,,,,,,,,,,,,,,,,"• Okuninushi increases Oyumi range and pierce damage.
• Oyumi: All Actions Damage (Pierce) +50%
• Oyumi: Adds 4.00 to Ranged Attack Maximum Range
• Oyumi: Adds 4.00 to Wall Breaching Maximum Range
• Oyumi: Adds 4.00 LOS
",
medium axemen,tech,,,,,100,,100,,,20,,,,,,,,,,,,,,,,,"• Upgrades Axemen to Medium Axemen, with more
hitpoints and attack.
• Axeman: Hitpoints +10%
« Axeman: Melee Attack Damage (All Types) +10%
e Axeman: Adds 1.00 LOS
",
medium cavalry greek,tech,,,,,200,,100,,,20,,,,,,,,,,,,,,,,,"• Upgrades Cavalry to Medium Cavalry, with more hitpoints
and attack.
• Cavalry: Hitpoints +10%
• Cavalry: Melee Attack Damage (All Types) +10%
e Cavalrv: Adds 1.00 LOS
",
medium cavalry norse,tech,,,,,,,,,,,,,,,,,,,,,,,,,,,"• Upgrades Cavalry to Medium Cavalry, with more hitpoints
and attack.
• Cavalry: Hitpoints +10%
• Cavalry: Melee Attack Damage (All Types) +10%
• Cavalry: Adds 1.00 LOS
",
medium dojo soldiers,tech,,,,,150,,150,,,20,,,,,,,,,,,,,,,,,"• Upgrades Dojo Soldiers to Medium Dojo Soldiers, with
more hitpoints and attack.
• Samurai: Hitpoints +10%
• Samurai: All Actions Damage (All Types) +10%
• Samurai: Adds 1.00 LOS
• Shinobi: Hitpoints +10%
• Shinobi: All Actions Damage (All Types) +10%
• Shinobi: Adds 1.00 LOS
• Onna-musha (Hero): Hitpoints +10%
• Onna-musha (Hero): All Actions Damage (All Types) +10%
• Onna-musha (Hero): Adds 1.00 LOS
",
medium guardhouse soldiers,tech,,,,,150,,150,,,20,,,,,,,,,,,,,,,,,"Medium Guardhouse Soldiers
• Upgrades Guardhouse Soldiers to Medium Guardhouse
Soldiers, with more hitpoints and attack.
• Yari Spearman: Hitpoints +10%
• Yari Spearman: Melee Attack Damage (All Types) +10%
• Yari Spearman: Adds 1.00 LOS
• Yumi Archer: Hitpoints +10%
• Yumi Archer: Ranged Attack Damage (All Types) +10%
• Yumi Archer: Adds 1.00 LOS
• Bushi (Hero): Hitpoints +10%
• Bushi (Hero): Ranged Attack Damage (All Types) +10%
• Bushi (Hero): Adds 1.00 LOS
",
medium infantry atlantean,tech,,,,,150,,150,,,20,,,,,,,,,,,,,,,,,"• Upgrades Infantry to Medium Infantry, with more
hitpoints and attack.
• Infantry: Hitpoints +10%
• Infantry: All Actions Damage (All Types) •10%
• Infantry: Adds 1.00 LOS
• Throwing Axeman: Adds 1.00 to Ranged Attack Maximum
Range
",
medium infantry chinese,tech,,,,,150,,150,,,20,,,,,,,,,,,,,,,,,"• Upgrades Infantry to Medium Infantry, with more
hitpoints and attack.
• Infantry: Hitpoints +10%
Infantry: All Actions Damage (All Types) +10%
• Infantry: Adds 1.00 LOS
• Throwing Axeman: Adds 1.00 to Ranged Attack Maximum
Range
",
medium infantry greek,tech,,,,,150,,150,,,20,,,,,,,,,,,,,,,,,"• Upgrades Infantry to Medium Infantry, with more
hitpoints and attack.
• Infantry: Hitpoints +10%
Infantry: All Actions Damage (All Types) +10%
• Infantry: Adds 1.00 LOS
• Throwing Axeman: Adds 1.00 to Ranged Attack Maximum
Range
",
medium infantry norse,tech,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medium Infantry
• Upgrades Infantry to Medium Infantry, with more
hitpoints and attack.
Infantry: Hitpoints +10%
Infantry: All Actions Damage (All Types) +10%
• Infantry: Adds 1.00 LOS
• Throwing Axeman: Adds 1.00 to Ranged Attack Maximum
Range
",
medium noble's hut soldiers,tech,,,,,150,,150,,,20,,,,,,,,,,,,,,,,,"« Upgrades Noble's Hut Soldiers to Medium Noble's Hut
Soldiers, with more hitpoints and attack.
* Coyote Warrior: Hitpoints +10%
• Coyote Warrior: Melee Attack Damage (All Types) •10%
• Coyote Warrior: Adds 1.00 LOS
• Ocelot! Warrior: Hitpoints +10%
• Ocelot! Warrior: Melee Attack Damage (All Types) +10%
* Ocelot! Warrior: Adds 1.00 LOS
• Eagle Warrior: Hitpoints +10%
• Eagle Warrior: Ranged Attack Damage (All Types) •10%
• Eagle Warrior: Adds 1.00 LOS
",
medium ranged soldiers atlantean,tech,,,,,,150,150,,,20,,,,,,,,,,,,,,,,,"Medium Ranged Soldiers
« Upgrades Ranged Soldiers to Medium Ranged Soldiers,
with more hitpoints and attack.
• Ranged Soldier: Hitpoints +10%
• Ranged Soldier: Ranged Attack Damage (All Types) +10%
• Ranged Soldier: Adds 1.00 LOS
• Peltast: Adds 1.00 to Ranged Attack Maximum Range
• Turma: Adds 1.00 to Ranged Attack Maximum Range
• Turma (Hero): Adds 1.00 to Ranged Attack Maximum
Range
• Wuzu Javelineer: Adds 1.00 to Ranged Attack Maximum
Range
• Fire Archer: Adds 1.00 to Ranged Attack Maximum Range
",
medium ranged soldiers chinese,tech,,,,,,150,150,,,20,,,,,,,,,,,,,,,,,"« Upgrades Ranged Soldiers to Medium Ranged Soldiers,
with more hitpoints and attack.
• Ranged Soldier: Hitpoints +10%
• Ranged Soldier: Ranged Attack Damage (All Types) +10%
• Ranged Soldier: Adds 1.00 LOS
• Peltast: Adds 1.00 to Ranged Attack Maximum Range
• Turma: Adds 1.00 to Ranged Attack Maximum Range
• Turma (Hero): Adds 1.00 to Ranged Attack Maximum
Range
• Cheiroballista: Adds 1.00 to Ranged Attack Maximum
Range
• Cheiroballista (Hero): Adds 1.00 to Ranged Attack
Maximum Range
• Wuzu Javelineer: Adds 1.00 to Ranged Attack Maximum
Range
• Fire Archer: Adds 1.00 to Ranged Attack Maximum Range
",
medium ranged soldiers greek,tech,,,,,150,,150,,,20,,,,,,,,,,,,,,,,,"Range
• Wuzu Javelineer: Adds 1.00 to Ranged Attack Maximum
Range
• Fire Archer: Adds 1.00 to Ranged Attack Maximum Range
",
medium slingers,tech,,,,,,100,100,,,20,,,,,,,,,,,,,,,,,"• Upgrades Slingers to Medium Slingers, with more
hitpoints, attack, and range.
• Slinger: Hitpoints +10%
• Slinger: Ranged Attack Damage (All Types) +10%
Slinger: Adds 1.00 LOS
• Slinger: Adds 1.00 to Ranged Attack Maximum Range
",
medium spearmen,tech,,,,,100,,100,,,20,,,,,,,,,,,,,,,,,"« Upgrades Spearmen to Medium Spearmen, with more
hitpoints and attack.
• Spearman: Hitpoints +10%
• Spearman: Melee Attack Damage (All Types) +10%
• Spearman: Adds 1.00 LOS
",
medium stable soldiers japanese,tech,,,,,200,,100,,,20,,,,,,,,,,,,,,,,,"• Upgrades Stable Soldiers to Medium Stable Soldiers, with
more hitpoints and attack.
• Naginata Rider: Hitpoints +10%
• Naginata Rider: Melee Attack Damage (All Types) +10%
• Naginata Rider: Adds 1.00 LOS
• Yumi Horse Archer: Hitpoints +10%
• Yumi Horse Archer: Ranged Attack Damage (All Types)
•10%
• Yumi Horse Archer: Adds 1.00 LOS
• Daimyo (Hero): Hitpoints +10%
• Daimyo (Hero): Melee Attack Damage (All Types) +10%
• Daimyo (Hero): Adds 1.00 LOS
",
medium stable soldiers,tech,,,,,,,,,,,,,,,,,,,,,,,,,,,"• Upgrades Stable Soldiers to Medium Stable Soldiers, with
more hitpoints and attack.
• Naginata Rider: Hitpoints +10%
• Naginata Rider: Melee Attack Damage (All Types) +10%
• Naginata Rider: Adds 1.00 LOS
• Yumi Horse Archer: Hitpoints +10%
• Yumi Horse Archer: Ranged Attack Damage (All Types)
•10%
• Yumi Horse Archer: Adds 1.00 LOS
• Daimyo (Hero): Hitpoints +10%
• Daimyo (Hero): Melee Attack Damage (All Types) +10%
• Daimyo (Hero): Adds 1.00 LOS
",
medium war hut soldiers,tech,,,,,150,,150,,,20,,,,,,,,,,,,,,,,,"« Upgrades War Hut Soldiers to Medium War Hut Soldiers,
with more hitpoints and attack.
• Tlamanih Spearman: Hitpoints +10%
• Tlamanih Spearman: Melee Attack Damage (All Types)
•10%
• Tlamanih Spearman: Adds 1.00 LOS
• Tequihua Archer: Hitpoints +10%
* Tequihua Archer: Ranged Attack Damage (All Types)
•10%
• Tequihua Archer: Adds 1.00 LOS
",
meteoric iron armor,tech,,,,,500,,500,,,60,,,,,,,,,,,,,,,,,"• Thor's meteoric iron armor improves human soldier, hero,
and ship resistance to hack attacks, such as swords. It also
makes ships more resistant to crush attacks, such as siege
weapons.
• Human Soldier: Vulnerability to Hack attacks -10%
• Hero: Vulnerability to Hack attacks -15%
• Ship: Vulnerability to Hack attacks -10%
• Ship: Vulnerability to Crush attacks -10%
",
metzliapan,tech,,,,,200,,,10,,20,,,,,,,,,,,,,,,,,"• Coyolxauhqui reduces the Favor cost Axclotle and Mutant
• Axolotl: Favor cost -25%
• Axolotl (Mutant): Favor cost -25%
- Mutate: Favor cost -25%
« Axolotl: Ability Recharge Time -25%
• Axolotl (Mutant): Ability Recharge Time -25%
• Axolotl: Secondary Ability Recharge Time -25%
• Axolotl (Mutant): Secondary Ability Recharge Time -25%
",
mictecah,tech,,,,,,350,,30,,40,,,,,,,,,,,,,,,,,"• Mictlantecuhtli imbues Shorn Ones with the chill of the
underworld, enabling them to slay enemies more quickly,
especially heroes.
• Shorn One: All Actions Damage (All Types) +20%
• Shorn One: Adds 0.50 to Melee Attack Damage Bonus
against Hero
",
monstrous rage,tech,,,,,250,,,25,,30,,,,,,,,,,,,,,,,,"• Hera’s rage inspires myth units to move and attack faster.
• Myth Unit: Ranged Attack Attack Interval -25%
« Myth Unit: Melee Attack Attack Interval -25%
• Myth Unit: Speed +15%
",
mountainous might,tech,,,,,,150,150,10,,30,,,,,,,,,,,,,,,,,"• Niwa imbues Kuafus with the power of the mountains,
making them much stronger.
• Kuafu: All Actions Damage (All Types) +50%
• Kuafu (Hero): All Actions Damage (All Types) +50%
• Kuafu: Hitpoints +20%
• Kuafu (Hero): Hitpoints +20%
• Kuafu: Adds 10.00 LOS
• Kuafu (Hero): Adds 10.00 LOS
• Kuafu: Adds 10.00 to Ranged Attack Maximum Range
• Kuafu (Hero): Adds 10.00 to Ranged Attack Maximum
Range
",
mythic rejuvenation,tech,,,,,,,150,30,,40,,,,,,,,,,,,,,,,,"• Hekate lets your myth units regenerate.
« Myth Unit: Adds 2.00 to Regeneration Rate
",
nahuallatolli,tech,,,,,,100,,15,,40,,,,,,,,,,,,,,,,,"- Huehuec6yotl reduces the cost of your traps, and
increases their build limit.
• Trap: Wood cost -20%
• Trap: Gold cost -20%
• Trap: Adds 2.00 Build Limit
",
nebty,tech,,,,,,100,,15,,30,,,,,,,,,,,,,,,,,"• Nephthys increases Priest and Pharaoh hitpoints, as well
as their damage against myth units.
• Priest (Hero): Adds 1.00 to All Actions Damage Bonus
against Myth Unit
• Pharaoh (Hero): Adds 1.00 to All Actions Damage Bonus
against Myth Unit
• Pharaoh (New Kingdom) (Hero): Adds 1.00 to All Actions
Damage Bonus against Myth Unit
• Priest (Hero): Hitpoints +10%
• Pharaoh (Hero): Hitpoints +10%
• Pharaoh (New Kingdom) (Hero): Hitpoints +10%
",
necklace of eyeballs,tech,,,,,,,300,25,,40,,,,,,,,,,,,,,,,,"• Mictlantecuhtli adorns Teixiptlas with a Necklace of
Eyeballs, increasing their attack, hitpoints, and line of sight.
• Teixiptla: Hitpoints +25%
* Teixiptla: All Actions Damage (All Types) +25%
• Teixiptla: Adds 8.00 LOS
",
necropolis,tech,,,,,,50,150,,,30,,,,,,,,,,,,,,,,,"• Anubis increases the rate at which Monuments generate
Favor.
• Monument: Auto Gather Work Rate for Favor +25%
",
new kingdom,tech,,,,,,,150,20,,30,,,,,,,,,,,,,,,,,"• Osiris mandates that the realm be led by two Pharaohs
instead of one.
",
nine waves,tech,,,,,178,,,22,,40,,,,,,,,,,,,,,,,,"• Aegir grants your heroes and siege weapons the crushing
might of the ocean, making them inflict more damage and
move faster.
• Hero: Speed +10%
• Siege Weapon: Speed +10%
• Hero: All Actions Damage (All Types) +20%
• Siege Weapon: All Actions Damage (All Types) +20%
",
obsidian knapping,tech,,,,,,,150,25,,40,,,,,,,,,,,,,,,,,"• Itzpapalotl teaches the art of obsidian knapping,
increasing the attack of units trained at the Nobles’ Hut.
• Coyote Warrior: All Actions Damage (All Types) •15%
• Ocelotl Warrior: All Actions Damage (All Types) +15%
• Eagle Warrior: All Actions Damage (All Types) •15%
",
obsidian weapons,tech,,,,,450,,450,,,50,,,,,,,,,,,,,,,,,"• Obsidian Weapons improve the attack of all human
soldiers, heroes, ships, and buildings.
• Human Soldier: All Actions Damage (All Types) +10%
• Hero: All Actions Damage (All Types) +10%
• Ship: All Actions Damage (All Types) +10%
• Building: All Actions Damage (All Types) +10%
",
ocpatli infusions,tech,,,,,150,,,20,,30,,,,,,,,,,,,,,,,,"« Patecatl reveals the medicinal secrets of Ocpatli roots,
fortifying Settlers and human soldiers with regeneration and
increased hitpoints.
« Human Soldier: Hitpoints +10%
• Villager: Hitpoints •10%
• Human Soldier: Adds 0.25 to Regeneration Rate
• Villager: Adds 0.25 to Regeneration Rate
",
old coyote's spirit,tech,,,,,,200,,16,,30,,,,,,,,,,,,,,,,,"• Huehuecéyotl inspires Chaneques to get the last laugh,
increasing their hack armor and giving them a chance to
spawn a trap when defeated.
« Chaneque: Spawn 1 Spike Trap upon Death with 50.00%
chance
« Chaneque (Turret): Spawn 1 Spike Trap upon Death with
50.00% chance
• Chaneque: Vulnerability to Hack attacks -15%
• Chaneque (Turret): Vulnerability to Hack attacks -15%
",
olympian parentage,tech,,,,,100,,,10,,40,,,,,,,,,,,,,,,,,"* The blood of Zeus increases the hitpoints of heroes and
causes them to regenerate hitpoints.
• Hero: Hitpoints +25%
• Hero: Adds 1.00 to Regeneration Rate
",
olympian weapons,tech,,,,,,,300,20,,40,,,,,,,,,,,,,,,,,"• Hephaestus improves the attack of Hetairoi, Myrmidons
and Gastraphetoroi, especially against myth units.
• Hetairos: Melee Attack Damage (All Types) +20%
• Myrmidon: Melee Attack Damage (All Types) +20%
• Gastraphetoros: Ranged Attack Damage (All Types) +20%
• Hetairos: Adds 1.00 to Melee Attack Damage Bonus
against Myth Unit
• Myrmidon: Adds 1.00 to Melee Attack Damage Bonus
against Myth Unit
• Gastraphetoros: Adds 1.00 to Ranged Attack Damage
Bonus against Myth Unit
",
omen of death,tech,,,,,250,,,25,,30,,,,,,,,,,,,,,,,,"• Mictlantecuhtli causes Teixiptlas to call down a strike
from the heavens when defeated, damaging nearby
enemies.
 Teixiptla: On Death: Inflict 40 Hack damage and Throw
enemies, in 5 radius
",
omen of malinalco,tech,,,,,150,,,15,,30,,,,,,,,,,,,,,,,,". : 9
• Malinalxochitl causes Maquizcoatls to release a poisonous
cloud on death that damages nearby enemies and corrodes
their armor, making them more vulnerable to attacks.
• Maquizcoatl: On death: deal 10 Divine damage in 4 radius
• Maquizcoatl: On death: Reduce enemy Hack & Pierce
armor by -15% in 4 radius.
• Maquizcoatl: On death: Deal 1.5 Divine Damage per
second, for 6 seconds to enemies in 4 radius
",
ometochtil's revelry,tech,,,,,,,200,14,,30,,,,,,,,,,,,,,,,,"• Patecatl upgrades Centzon Totochthin to Frenzied
Centzon Totochthin, which have more hitpoints and
consume farms and berry bushes faster to heal.
• Centzon Totochtin: Hitpoints +35%
• Centzon Totochtin: Eat Work Rate for Farm +50%
* Centzon Totochtin: Eat Work Rate for Berry Bush +50%
",
omniscience,tech,,,,,,,100,,,4,,,,,,,,,,,,,,,,,"• Your god grants you the ability to see all enemy units. The
cost is per enemy unit.
",
